metpo_id	metpo_label	has_definition	has_def_source	best_match_distance	best_match_ontology	best_match_label	best_match_iri	proposed_definition	proposed_def_source	confidence_level	action_needed
METPO:1000693	spirochete shaped	False	False	0.3123	UNKNOWN	Spirochete shape	<http://purl.jp/bio/10/mpo#MPO_01023>	Spirochete-shaped; Spirochete	UNKNOWN:<http://purl.jp/bio/10/mpo#MPO_01023>	high	Auto-propose (distance < 0.35)
METPO:1000694	square shaped	False	False	0.5249	UNKNOWN	Square shape	<http://purl.jp/bio/10/mpo#MPO_01020>	Square-shaped; Square	UNKNOWN:<http://purl.jp/bio/10/mpo#MPO_01020>	medium	Manual review recommended (distance 0.35-0.60)
METPO:1000695	tailed shaped	False	False	0.6384	MP	thin tail	http://purl.obolibrary.org/obo/MP_0000589			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1000696	triangular shaped	False	False	0.4899	MP	triangular face	http://purl.obolibrary.org/obo/MP_0012546			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1000697	gram stain	False	False	0.1291	UNKNOWN	Gram stain	<http://purl.jp/bio/10/mpo#MPO_07001>			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000698	gram positive	False	False	0.2949	MICRO	Gram-positive bacteria	http://purl.obolibrary.org/obo/MICRO_0001372			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000699	gram negative	False	False	0.3604	MICRO	Gram-negative bacteria	http://purl.obolibrary.org/obo/MICRO_0001373			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1000700	gram variable	False	False	0.4469	UNKNOWN	Gram variable	<http://purl.jp/bio/10/mpo#MPO_07004>			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1000701	motility	False	False	0.1317	UNKNOWN	Motility	<http://purl.jp/bio/10/mpo#MPO_02000>			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000702	motile	False	False	0.1214	UNKNOWN	Motile	<http://purl.jp/bio/10/mpo#MPO_02001>			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000703	non motile	False	False	0.0925	DOI	Non motile	<http://doi.org/10.1601/NonMotile>			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000704	flagellated	False	False	0.3605	CL	flagellated sperm cell	http://purl.obolibrary.org/obo/CL_0011016			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1000705	axially filamented	False	False	0.4077	FLOPO	filament axial to	http://purl.obolibrary.org/obo/FLOPO_0021767			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1000706	gliding	False	False	0.1369	DOI	Gliding	<http://doi.org/10.1601/Gliding>			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000720	facultative psychrophilic	False	False	0.0771	MICRO	facultative psychrophile	http://purl.obolibrary.org/obo/MICRO_0001417			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000721	extreme hyperthermophilic	True	False	0.253	MICRO	hyperthermophilic	http://purl.obolibrary.org/obo/MICRO_0001294			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000731	nutrient adaptation	False	False	0.6332	APO	nutrient utilization	http://purl.obolibrary.org/obo/APO_0000096			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1000800	respiration	True	False	0.204	DOI	Respiration	<http://doi.org/10.1601/Respiration>			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000801	Aerobic respiration	False	False	0.1592	GO	aerobic respiration	http://purl.obolibrary.org/obo/GO_0009060			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000802	Anaerobic respiration	False	False	0.0	DOI	Anaerobic respiration	<http://doi.org/10.1601/AnaerobicRespiration>			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000803	Oxidative phosphorylation	False	False	0.2734	GO	oxidative phosphorylation	http://purl.obolibrary.org/obo/GO_0006119			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000804	Substrate-level phosphorylation	False	False	0.6156	GO	protein phosphorylation	http://purl.obolibrary.org/obo/GO_0006468			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1000805	Electron transfer	False	False	0.6896	DOI	Electron acceptor	<http://doi.org/10.1601/media/ExogenousElectronAcceptor>			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1000806	Disproportionation	False	False	0.789	UNKNOWN	proportion	http://www.geneontology.org/formats/oboInOwl#proportion			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1000844	Methanogenesis	False	False	0.1663	GO	methanogenesis	http://purl.obolibrary.org/obo/GO_0015948			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000845	Acetogenesis	False	False	0.523	UNKNOWN	Acetate fermentation	<http://purl.jp/bio/10/mpo#MPO_04048>			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1000846	Homoacetogenesis	False	False	0.6197	UNKNOWN	Acetate fermentation	<http://purl.jp/bio/10/mpo#MPO_04048>			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1000870	sporulation	False	False	0.0	APO	sporulation	http://purl.obolibrary.org/obo/APO_0000041			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000871	spore forming	False	False	0.3752	GO	spore germination	http://purl.obolibrary.org/obo/GO_0009847			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1000872	non-spore forming	False	False	0.4775	FYPO	normal spore morphology	http://purl.obolibrary.org/obo/FYPO_0000943			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1000881	cell length	True	False	0.3703	OMP	cell length phenotype	<http://purl.obolibrary.org/obo/OMP_0000322>			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1000882	cell width	True	False	0.339	MICRO	has cell width	http://purl.obolibrary.org/obo/MICRO_0001179			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1000883	cell length very small	True	False	0.6769	OMP	cell length phenotype	<http://purl.obolibrary.org/obo/OMP_0000322>			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1000884	cell length small	True	False	0.6012	OMP	cell length phenotype	<http://purl.obolibrary.org/obo/OMP_0000322>			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1000885	cell length medium	True	False	0.63	OMP	cell length phenotype	<http://purl.obolibrary.org/obo/OMP_0000322>			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1000886	cell length large	True	False	0.5197	OMP	cell length phenotype	<http://purl.obolibrary.org/obo/OMP_0000322>			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1000887	cell width very small	True	False	0.5371	MICRO	has cell width	http://purl.obolibrary.org/obo/MICRO_0001179			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1000888	cell width small	True	False	0.4735	MICRO	has cell width	http://purl.obolibrary.org/obo/MICRO_0001179			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1000889	cell width medium	True	False	0.5002	MICRO	has cell width	http://purl.obolibrary.org/obo/MICRO_0001179			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1000890	cell width large	True	False	0.4501	MICRO	has cell width	http://purl.obolibrary.org/obo/MICRO_0001179			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1001000	observation	True	True	0.0	BIOLINK	observation	https://w3id.org/biolink/vocab/KnowledgeLevelEnum#observation			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1001001	optimum temperature observation	True	False	0.7245	MICRO	optimal growth temperature	http://purl.obolibrary.org/obo/MICRO_0001542			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1001002	growth temperature observation	True	False	0.5881	DOI	Growth observation	<http://doi.org/10.1601/GrowthObservation>			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1001003	temperature range observation	True	False	0.6934	DOI	Temperature condition	<http://doi.org/10.1601/TemperatureCondition>			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1001004	temperature delta observation	True	False							none	No matches found - manual definition required
METPO:1001007	growth NaCl observation	False	False	0.5977	FYPO	normal growth on sodium chloride	http://purl.obolibrary.org/obo/FYPO_0006717			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1001008	NaCl delta observation	False	False							none	No matches found - manual definition required
METPO:1001009	NaCl range observation	False	False							none	No matches found - manual definition required
METPO:1001010	optimum NaCl observation	False	False							none	No matches found - manual definition required
METPO:1001012	growth pH observation	False	False	0.5824	MICRO	pH growth assay	http://purl.obolibrary.org/obo/MICRO_0001104			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1001013	optimum pH observation	False	False	0.4709	D3O	Optimum pH	<https://purl.dsmz.de/schema/OptimumPH>			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1001014	pH delta observation	False	False							none	No matches found - manual definition required
METPO:1001015	pH range observation	False	False	0.6674	UNKNOWN	pH indicator	<http://purl.jp/bio/10/gmo/GMO_000052>			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1001016	optimum oxygen observation	False	False	0.683	DOI	Oxygen condition	<http://doi.org/10.1601/OxygenCondition>			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1001017	growth oxygen observation	False	False	0.6608	GO	detection of oxygen	http://purl.obolibrary.org/obo/GO_0003032			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1001018	oxygen range observation	False	False	0.6419	DOI	Oxygen condition	<http://doi.org/10.1601/OxygenCondition>			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1001019	oxygen delta observation	False	False	0.7355	DOI	Oxygen condition	<http://doi.org/10.1601/OxygenCondition>			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1001020	oxygen observation	False	False	0.5887	DOI	Oxygen condition	<http://doi.org/10.1601/OxygenCondition>			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1001021	temperature observation	False	False	0.6182	DOI	Temperature condition	<http://doi.org/10.1601/TemperatureCondition>			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1001022	NaCl observation	False	False							none	No matches found - manual definition required
METPO:1001023	pH observation	False	False	0.6071	UNKNOWN	pH indicator	<http://purl.jp/bio/10/gmo/GMO_000052>			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1001101	biosafety level	False	False							none	No matches found - manual definition required
METPO:1001102	biosafety level 1	False	False							none	No matches found - manual definition required
METPO:1001103	biosafety level 2	False	False							none	No matches found - manual definition required
METPO:1001104	biosafety level 3	False	False							none	No matches found - manual definition required
METPO:1001105	biosafety level 4	False	False							none	No matches found - manual definition required
METPO:1001106	biosafety level 5	False	False							none	No matches found - manual definition required
METPO:1002003	Cable bacteria metabolism	False	False							none	No matches found - manual definition required
METPO:1002005	Fermentation	False	False	0.0	UNKNOWN	Fermentation	<http://purl.jp/bio/10/mpo#MPO_04046>			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1002006	Syntrophy	False	False							none	No matches found - manual definition required
METPO:1003000	pH growth preference	False	False	0.4331	D3O	Growth pH	<https://purl.dsmz.de/schema/GrowthPH>			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1003001	neutrophilic	False	False	0.0	MICRO	neutrophilic	http://purl.obolibrary.org/obo/MICRO_0001546			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1003002	alkaphilic	False	False	0.6041	MICRO	alkaliphilic	http://purl.obolibrary.org/obo/MICRO_0001547			low	Low confidence - manual definition preferred - but no definition available in match
METPO:1003003	acidophilic	False	False	0.363	CL	acidophilic cytoplasm	http://purl.obolibrary.org/obo/CL_0017502			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1003004	obligately alkaphilic	False	False	0.2101	MICRO	obligately alkaliphilic	http://purl.obolibrary.org/obo/MICRO_0001565			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1003005	facultatively alkaphilic	False	False	0.4142	MICRO	facultative alkaliphile	http://purl.obolibrary.org/obo/MICRO_0001558			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1003006	obligately acidophilic	False	False	0.0	MICRO	obligately acidophilic	http://purl.obolibrary.org/obo/MICRO_0001566			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1003007	facultatively acidophilic	False	False	0.2166	MICRO	facultative acidophile	http://purl.obolibrary.org/obo/MICRO_0001557			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1003008	acidotolerant	False	False	0.0	MICRO	acidotolerant	http://purl.obolibrary.org/obo/MICRO_0001555			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1003009	alkalotolerant	False	False	0.1003	MICRO	alkalitolerant	http://purl.obolibrary.org/obo/MICRO_0001556			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1003021	pigmentation	True	False	0.0	GO	pigmentation	http://purl.obolibrary.org/obo/GO_0043473			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1003022	black pigmented	True	False	0.5137	UNKNOWN	cell pigmentation	http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1003023	brown pigmented	True	False	0.489	GO	male pigmentation	http://purl.obolibrary.org/obo/GO_0048094			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1003024	cream pigmented	True	False	0.3766	UNKNOWN	cell pigmentation	http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1003025	green pigmented	True	False	0.452	UNKNOWN	cell pigmentation	http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1003026	orange pigmented	True	False	0.4223	UNKNOWN	cell pigmentation	http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1003027	pink pigmented	True	False	0.4474	PATO	pigmented	http://purl.obolibrary.org/obo/PATO_0002248			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1003028	red pigmented	True	False	0.443	PATO	pigmented	http://purl.obolibrary.org/obo/PATO_0002248			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1003029	white pigmented	True	False	0.4697	UNKNOWN	cell pigmentation	http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1003030	yellow pigmented	True	False	0.4292	UNKNOWN	cell pigmentation	http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518			medium	Manual review recommended (distance 0.35-0.60) - but no definition available in match
METPO:1003031	carotenoid pigmentation	True	False	0.3494	CHEBI	carotenoid	http://purl.obolibrary.org/obo/CHEBI_23044			high	Auto-propose (distance < 0.35) - but no definition available in match
METPO:1004000	pathogenic to host	True	False							none	No matches found - manual definition required
METPO:1004002	animal pathogen	True	False							none	No matches found - manual definition required
METPO:1004003	plant pathogen	True	False							none	No matches found - manual definition required
METPO:1004004	human pathogen	True	False							none	No matches found - manual definition required
