metpo_id	metpo_label	rank	source	definition	definition_length	source_iri	source_ontology	source_label	match_type	confidence	quality_label	quality_score	total_score
METPO:1000607	obligately anaerobic	2	sssom	strict anaerobe; A microbial phenotype that describes a microorganism that does not grow in the presence of oxygen gas (O2).	124	<http://purl.obolibrary.org/obo/OMP_0000184>	omp	obligate anaerobe	broadMatch	0.445367	good	7	7.890734
METPO:1000607	obligately anaerobic	3	sssom	strict anaerobe; A microbial phenotype that describes a microorganism that does not grow in the presence of oxygen gas (O2).	124	http://purl.obolibrary.org/obo/OMP_0000184	omp	obligate anaerobe	broadMatch	0.445316	good	7	7.890632
METPO:1000607	obligately anaerobic	4	sssom	an aerobe that requires oxygen to grow	38	http://purl.obolibrary.org/obo/ECOCORE_00000179	ecocore	obligate aerobe	broadMatch	0.437059	good	6	6.874118
METPO:1000607	obligately anaerobic	5	sssom	obligately anaerobe; obligately anaerobes; fastidious anaerobe; strict anaerobe; obligate anaerobe	98	http://purl.obolibrary.org/obo/MICRO_0001519	micro	obligate anaerobe	broadMatch	0.466131	good	5	5.932262
METPO:1000608	facultatively aerobic	1	sssom	facultative aerobe; A microbial phenotype that describes a microorganism that does not require oxygen gas (O2) for growth but will utilize O2 in metabolic reactions when it is present.	184	<http://purl.obolibrary.org/obo/OMP_0000087>	omp	facultative anaerobe	broadMatch	0.366093	excellent	8	8.732186
METPO:1000608	facultatively aerobic	2	sssom	facultative aerobe; A microbial phenotype that describes a microorganism that does not require oxygen gas (O2) for growth but will utilize O2 in metabolic reactions when it is present.	184	http://purl.obolibrary.org/obo/OMP_0000087	omp	facultative anaerobe	broadMatch	0.366058	excellent	8	8.732116
METPO:1000608	facultatively aerobic	3	sssom	facultative anaerobic organism; an anaerobe that makes ATP by aerobic respiration if oxygen is present, but is capable of switching to fermentation if oxygen is absent.	168	http://purl.obolibrary.org/obo/ECOCORE_00000177	ecocore	facultative anaerobe	broadMatch	0.419362	good	7	7.838724
METPO:1000609	aerotolerant	1	sssom	A microbial phenotype that describes a microorganism that does not require oxygen gas (O2) for growth and doesn't utilize O2 even when it is present.	149	http://purl.obolibrary.org/obo/OMP_0000105	omp	aerotolerant anaerobe	broadMatch	0.385553	excellent	9	9.771106
METPO:1000609	aerotolerant	2	sssom	A microbial phenotype that describes a microorganism that does not require oxygen gas (O2) for growth and doesn't utilize O2 even when it is present.	149	<http://purl.obolibrary.org/obo/OMP_0000105>	omp	aerotolerant anaerobe	broadMatch	0.385355	excellent	9	9.77071
METPO:1000609	aerotolerant	3	sssom	an anaerobe that can tolerate low levels of oxygen	50	http://purl.obolibrary.org/obo/ECOCORE_00000181	ecocore	aerotolerant anaerobe	broadMatch	0.570889	good	7	8.141778
METPO:1000610	microaerotolerant	1	sssom	A microbial phenotype that describes a microorganism that does not require oxygen gas (O2) for growth and doesn't utilize O2 even when it is present.	149	http://purl.obolibrary.org/obo/OMP_0000105	omp	aerotolerant anaerobe	broadMatch	0.39842	excellent	9	9.79684
METPO:1000610	microaerotolerant	2	sssom	A microbial phenotype that describes a microorganism that does not require oxygen gas (O2) for growth and doesn't utilize O2 even when it is present.	149	<http://purl.obolibrary.org/obo/OMP_0000105>	omp	aerotolerant anaerobe	broadMatch	0.398301	excellent	9	9.796602
METPO:1000610	microaerotolerant	3	sssom	an anaerobe that can tolerate low levels of oxygen	50	http://purl.obolibrary.org/obo/ECOCORE_00000181	ecocore	aerotolerant anaerobe	broadMatch	0.463681	good	7	7.9273620000000005
METPO:1000610	microaerotolerant	4	sssom	microaerophilic organism; an aerobe that can grow at oxygen levels lower than what is present in the atmosphere	111	http://purl.obolibrary.org/obo/ECOCORE_00000180	ecocore	microaerophile	broadMatch	0.427953	good	6	6.855906
METPO:1000611	strictly anaerobic	1	api_search	A quality inhering in a bearer by virtue of the bearer's independence on oxygen.	80	http://purl.obolibrary.org/obo/PATO_0001456	pato	anaerobic	closeMatch	0.6666666666666667	excellent	8	9.333333333333334
METPO:1000611	strictly anaerobic	2	api_search	A quality inhering in a bearer by virtue of the bearer's independence on oxygen.	80	http://purl.obolibrary.org/obo/PATO_0001456	PATO	anaerobic	closeMatch	0.6666666666666667	excellent	8	9.333333333333334
METPO:1000611	strictly anaerobic	3	api_search	A quality inhering in a bearer by virtue of the bearer's independence on oxygen.	80	http://purl.obolibrary.org/obo/PATO_0001456	ENVO	anaerobic	closeMatch	0.6666666666666667	good	7	8.333333333333334
METPO:1000611	strictly anaerobic	4	api_search	A quality inhering in a bearer by virtue of the bearer's independence on oxygen.	80	http://purl.obolibrary.org/obo/PATO_0001456	FLOPO	anaerobic	closeMatch	0.6666666666666667	good	7	8.333333333333334
METPO:1000611	strictly anaerobic	5	api_search	A quality inhering in a bearer by virtue of the bearer's independence on oxygen.	80	http://purl.obolibrary.org/obo/PATO_0001456	ECTO	anaerobic	closeMatch	0.6666666666666667	good	6	7.333333333333334
METPO:1000612	facultative oxygen preference	1	api_search	A microbial phenotype that describes a microorganism that does not require oxygen gas (O2) for growth but will utilize O2 in metabolic reactions when it is present.	164	http://purl.obolibrary.org/obo/OMP_0000087	omp	facultative anaerobe	closeMatch	0.653061224489796	excellent	10	11.306122448979592
METPO:1000612	facultative oxygen preference	2	api_search	A microbial phenotype that describes a microorganism that does not require oxygen gas (O2) for growth but will utilize O2 in metabolic reactions when it is present.	164	http://purl.obolibrary.org/obo/OMP_0000087	OMP	facultative anaerobe	closeMatch	0.653061224489796	excellent	10	11.306122448979592
METPO:1000612	facultative oxygen preference	3	api_search	The associative learning process by which an animal learns and remembers an association between a neutral, unchanging environment and a putatively rewarding, internal state produced by a xenobiotic or drug.	206	http://purl.obolibrary.org/obo/GO_1990708	go	conditioned place preference	closeMatch	0.5964912280701755	excellent	10	11.192982456140351
METPO:1000612	facultative oxygen preference	4	api_search	The compaction of chromatin into a conformation that is refractory to transcription but that can be converted to euchromatin and allow transcription in specific contexts. These can be temporal (e.g., developmental states or specific cell-cycle stages), spatial (e.g., nuclear localization changes from the center to the periphery or vice versa due to exogenous factors/signals), or parental/heritable (e.g., monoallelic gene expression). In metazoa, this involves the methylation of histone H3K27.	497	http://purl.obolibrary.org/obo/GO_0140718	go	facultative heterochromatin formation	closeMatch	0.5454545454545454	excellent	10	11.09090909090909
METPO:1000612	facultative oxygen preference	5	api_search	The compaction of chromatin into a conformation that is refractory to transcription but that can be converted to euchromatin and allow transcription in specific contexts. These can be temporal (e.g., developmental states or specific cell-cycle stages), spatial (e.g., nuclear localization changes from the center to the periphery or vice versa due to exogenous factors/signals), or parental/heritable (e.g., monoallelic gene expression). In metazoa, this involves the methylation of histone H3K27.	497	http://purl.obolibrary.org/obo/GO_0140718	GO	facultative heterochromatin formation	closeMatch	0.5454545454545454	excellent	10	11.09090909090909
METPO:1000614	psychrophilic	1	sssom	A population growth phenotype where growth of a microbial population can occur at 0 C and optimal growth occurs at temperatures of 15 C or lower.	145	<http://purl.obolibrary.org/obo/OMP_0005007>	omp	psychrophile	broadMatch	0.576853	excellent	9	10.153706
METPO:1000614	psychrophilic	2	sssom	A population growth phenotype where growth of a microbial population can occur at 0 C and optimal growth occurs at temperatures of 15 C or lower.	145	http://purl.obolibrary.org/obo/OMP_0005007	omp	psychrophile	broadMatch	0.576748	excellent	9	10.153496
METPO:1000614	psychrophilic	3	api_search	Psychrophilic microbes are a type of bacteria or archia that are capable of growing and thriving in cold environment. Thier optimal growth temperatures are 15 C or lower and maximal are 20 C or lower and mimal growth temperatures are below 0 C.	244	http://purl.jp/bio/10/mpo#MPO_03003	MPO	Psychrophilic	exactMatch	1.0	good	5	7.0
METPO:1000614	psychrophilic	4	sssom	Psychrophile; Cryophile; Psychrophilic microbes are a type of bacteria or archia that are capable of growing and thriving in cold environment. Thier optimal growth temperatures are 15 C or lower and maximal are 20 C or lower and mimal growth temperatures are below 0 C.	269	<http://purl.jp/bio/10/mpo#MPO_03003>	mpo	Psychrophilic	broadMatch	0.56006	good	5	6.12012
METPO:1000615	mesophilic	1	api_search	A sulfur spring through which water at a temperature optimal for the growth of mesophillic microorganism (approximately 20 to 45 degrees Celsius) flows.	152	http://purl.obolibrary.org/obo/ENVO_00002128	envo	mesophilic sulfur spring	closeMatch	0.5882352941176471	excellent	9	10.176470588235293
METPO:1000615	mesophilic	2	api_search	A sulfur spring through which water at a temperature optimal for the growth of mesophillic microorganism (approximately 20 to 45 degrees Celsius) flows.	152	http://purl.obolibrary.org/obo/ENVO_00002128	ENVO	mesophilic sulfur spring	closeMatch	0.5882352941176471	excellent	9	10.176470588235293
METPO:1000615	mesophilic	3	sssom	A population growth phenotype where optimal growth of a microbial population occurs between 20 C and 45 C.	106	<http://purl.obolibrary.org/obo/OMP_0005005>	omp	mesophile	broadMatch	0.380243	excellent	9	9.760486
METPO:1000615	mesophilic	4	sssom	A population growth phenotype where optimal growth of a microbial population occurs between 20 C and 45 C.	106	http://purl.obolibrary.org/obo/OMP_0005005	omp	mesophile	broadMatch	0.380148	excellent	9	9.760296
METPO:1000615	mesophilic	5	api_search	A mibrobial organism that thrives at moderate temperature, typically between 20 and 45 C (68 and 113 F).	104	http://purl.jp/bio/10/mpo#MPO_03022	MPO	Mesophilic	exactMatch	1.0	good	6	8.0
METPO:1000616	thermophilic	1	sssom	Thermophile; A microbial organism that thrives at relatively high temperatures, between 45 and 122 C (113 and 252 F).	117	<http://purl.jp/bio/10/mpo#MPO_03001>	mpo	Thermophilic	broadMatch	0.497216	adequate	4	4.994432
METPO:1000616	thermophilic	2	sssom	Obligate thermophile; Extreme thermophile	41	<http://purl.jp/bio/10/mpo#MPO_03004>	mpo	Obligate thermophilic	broadMatch	0.455415	poor	2	2.91083
METPO:1000617	hyperthermophilic	1	sssom	A population growth phenotype where optimal growth of a microbial population occurs between 85 C and 113 C.	107	<http://purl.obolibrary.org/obo/OMP_0005003>	omp	hyperthermophile	broadMatch	0.481567	excellent	9	9.963134
METPO:1000617	hyperthermophilic	2	sssom	A population growth phenotype where optimal growth of a microbial population occurs between 85 C and 113 C.	107	http://purl.obolibrary.org/obo/OMP_0005003	omp	hyperthermophile	broadMatch	0.481453	excellent	9	9.962906
METPO:1000617	hyperthermophilic	3	sssom	Hyperthermophile; A subset of obligate thermophiles for which optimal growth temperatures are above 80C.	104	<http://purl.jp/bio/10/mpo#MPO_03002>	mpo	Hyperthermophilic	broadMatch	0.485776	adequate	4	4.971552
METPO:1000618	psychrotolerant	1	sssom	Psychrotrophic microbes are cold-tolerant bacteria or archaea that can grow or even thrive in a cold environment although their optimal growth temperatures are between above 15 C and below 20 C. Their maximal growth temperatures are below 20 C.	244	<http://purl.jp/bio/10/mpo#MPO_03019>	mpo	Psychrotrophile	broadMatch	0.294486	good	5	5.588972
METPO:1000619	thermotolerant	1	sssom	The ability to survive a period of exposure to extremely high temperature (heat shock).	87	http://purl.obolibrary.org/obo/APO_0000093	apo	thermotolerance	broadMatch	0.459573	good	6	6.919146
METPO:1000619	thermotolerant	2	sssom	intrinsic thermotolerance increased	35	http://purl.obolibrary.org/obo/WBPhenotype_0000295	upheno	thermotolerance increased	broadMatch	0.368384	adequate	4	4.736768
METPO:1000621	haloalkaliphilic	1	sssom	Basophile; Alkalophile; Alkaliphile; Alkalinophile	50	<http://purl.jp/bio/10/mpo#MPO_03011>	mpo	Alkaliphilic	broadMatch	0.317808	adequate	3	3.6356159999999997
METPO:1000622	halotolerant	1	sssom	an anaerobe that can tolerate low levels of oxygen	50	http://purl.obolibrary.org/obo/ECOCORE_00000181	ecocore	aerotolerant anaerobe	broadMatch	0.219232	good	7	7.438464
METPO:1000624	non halophilic	1	api_search	A solute and water activity phenotype where growth and proliferation requires high levels of sodium chloride, usually above or about 0.2 M.	139	http://purl.obolibrary.org/obo/OMP_0005016	omp	halophilic growth	closeMatch	0.6451612903225806	excellent	9	10.290322580645162
METPO:1000624	non halophilic	2	api_search	A solute and water activity phenotype where growth and proliferation requires high levels of sodium chloride, usually above or about 0.2 M.	139	http://purl.obolibrary.org/obo/OMP_0005016	OMP	halophilic growth	closeMatch	0.6451612903225806	excellent	9	10.290322580645162
METPO:1000630	biological process	1	sssom	biological process; physiological process; Any process specifically pertinent to the functioning of integrated living units: cells, tissues, organs, and organisms. A process is a collection of molecular events with a defined beginning and end.; Note that, in addition to forming the root of the biological process ontology, this term is recommended for use for the annotation of gene products whose biological process is unknown. Note that when this term is used for annotation, it indicates that no information was available about the biological process of the gene product annotated as of the date the annotation was made; the evidence code ND, no data, is used to indicate this.	681	http://purl.obolibrary.org/obo/GO_0008150	omp	biological_process	broadMatch	0.516014	excellent	10	11.032028
METPO:1000630	biological process	2	sssom	biological process; physiological process; Any process specifically pertinent to the functioning of integrated living units: cells, tissues, organs, and organisms. A process is a collection of molecular events with a defined beginning and end.; Note that, in addition to forming the root of the biological process ontology, this term is recommended for use for the annotation of gene products whose biological process is unknown. Note that when this term is used for annotation, it indicates that no information was available about the biological process of the gene product annotated as of the date the annotation was made; the evidence code ND, no data, is used to indicate this.	681	http://purl.obolibrary.org/obo/GO_0008150	micro	biological_process	broadMatch	0.516014	excellent	9	10.032028
METPO:1000630	biological process	3	sssom	biological process; physiological process; single organism process; single-organism process; A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.	506	http://purl.obolibrary.org/obo/GO_0008150	envo	biological_process	broadMatch	0.580026	good	7	8.160052
METPO:1000630	biological process	4	sssom	biological process; biological process; physiological process; single organism process; single-organism process; A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.; A process that emerges from two or more causally-connected macromolecular activities and has evolved to achieve a biological objective.; Note that, in addition to forming the root of the biological process ontology, this term is recommended for the annotation of gene products whose biological process is unknown. When this term is used for annotation, it indicates that no information was available about the biological process of the gene product annotated as of the date the annotation was made; the evidence code 'no data' (ND), is used to indicate this.	1086	http://purl.obolibrary.org/obo/GO_0008150	flopo	biological_process	broadMatch	0.517835	good	7	8.03567
METPO:1000630	biological process	5	sssom	biological process; physiological process; single organism process; single-organism process; A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.; Note that, in addition to forming the root of the biological process ontology, this term is recommended for use for the annotation of gene products whose biological process is unknown. When this term is used for annotation, it indicates that no information was available about the biological process of the gene product annotated as of the date the annotation was made; the evidence code 'no data' (ND), is used to indicate this.	1066	http://purl.obolibrary.org/obo/GO_0008150	ecocore	biological_process	broadMatch	0.511604	good	7	8.023208
METPO:1000631	trophic type	1	sssom	A symbiotrophic process during which a living entity acquires food and energy from another living entity via a close association. The entity providing the food and energy is harmed by this process.	197	http://purl.obolibrary.org/obo/ECOCORE_00000147	ecocore	trophic parasitism	broadMatch	0.211449	excellent	9	9.422898
METPO:1000631	trophic type	2	sssom	A process during which a living entity acquires or generates food and energy from a living, dead, or non-living entity.	119	http://purl.obolibrary.org/obo/ECOCORE_00000008	ecocore	trophic process	broadMatch	0.249218	excellent	8	8.498436
METPO:1000631	trophic type	3	sssom	A function which inheres in a living entity by virtue of that entity being able to feed on a material.	102	http://purl.obolibrary.org/obo/ECOCORE_00000004	ecocore	trophic function	broadMatch	0.230435	excellent	8	8.46087
METPO:1000631	trophic type	4	sssom	A symbiotrophic process during which a living entity acquires food and energy from another living entity via a close association. The entity providing the food and energy is harmed by this process.	197	http://purl.obolibrary.org/obo/ECOCORE_00000147	foodon	trophic parasitism	broadMatch	0.211449	good	6	6.422898
METPO:1000631	trophic type	5	sssom	A process during which a living entity acquires or generates food and energy from a living, dead, or non-living entity.	119	http://purl.obolibrary.org/obo/ECOCORE_00000008	foodon	trophic process	broadMatch	0.249218	good	5	5.498436
METPO:1000632	autotrophic	1	sssom	A function which inheres in a living entity by virtue of that entity being able to harvest energy and create biomass from non-living materials.	143	http://purl.obolibrary.org/obo/ECOCORE_00000006	ecocore	autotrophic function	broadMatch	0.334521	excellent	8	8.669042
METPO:1000634	chemoautolithotrophic	1	sssom	A chemoautotroph which is capable of using a biogenic organic compound as an electron donor.	92	http://purl.obolibrary.org/obo/ECOCORE_00000123	ecocore	chemoorganoautotroph	broadMatch	0.50141	good	7	8.00282
METPO:1000635	chemoautotrophic	1	sssom	A chemoautotroph which is capable of using a biogenic organic compound as an electron donor.	92	http://purl.obolibrary.org/obo/ECOCORE_00000123	ecocore	chemoorganoautotroph	broadMatch	0.555897	good	7	8.111794
METPO:1000635	chemoautotrophic	2	sssom	An autotroph which is capable of obtaining energy from the bonds in a chemical compound.	88	http://purl.obolibrary.org/obo/ECOCORE_00000129	ecocore	chemoautotroph	broadMatch	0.553285	good	7	8.10657
METPO:1000636	chemoheterotrophic	1	sssom	A chemoheterotroph which is capable of using an abiogenic organic compound as an electron donor.	96	http://purl.obolibrary.org/obo/ECOCORE_00000128	ecocore	chemolithoheterotroph	broadMatch	0.480394	good	7	7.960788
METPO:1000637	chemolithoautotrophic	1	sssom	A chemoautotroph which is capable of using an abiogenic organic compound as an electron donor.	94	http://purl.obolibrary.org/obo/ECOCORE_00000124	ecocore	chemolithoautotroph	broadMatch	0.595565	good	7	8.19113
METPO:1000638	chemolithoheterotrophic	1	sssom	A chemoheterotroph which is capable of using an abiogenic organic compound as an electron donor.	96	http://purl.obolibrary.org/obo/ECOCORE_00000128	ecocore	chemolithoheterotroph	broadMatch	0.556067	good	7	8.112134
METPO:1000638	chemolithoheterotrophic	2	sssom	A chemoautotroph which is capable of using an abiogenic organic compound as an electron donor.	94	http://purl.obolibrary.org/obo/ECOCORE_00000124	ecocore	chemolithoautotroph	broadMatch	0.480748	good	7	7.961496
METPO:1000639	chemolithotrophic	1	sssom	A chemotrophic phenotype where energy is obtained from the oxidation of inorganic chemicals.	92	http://purl.obolibrary.org/obo/OMP_0007110	omp	chemolithotrophic	broadMatch	0.466618	excellent	8	8.933236
METPO:1000639	chemolithotrophic	2	sssom	A chemotrophic phenotype where energy is obtained from the oxidation of inorganic chemicals.	92	<http://purl.obolibrary.org/obo/OMP_0007110>	omp	chemolithotrophic	broadMatch	0.466345	excellent	8	8.932690000000001
METPO:1000639	chemolithotrophic	3	sssom	A chemoautotroph which is capable of using an abiogenic organic compound as an electron donor.	94	http://purl.obolibrary.org/obo/ECOCORE_00000124	ecocore	chemolithoautotroph	broadMatch	0.457009	good	7	7.914018
METPO:1000640	chemoorganoheterotrophic	1	sssom	A chemoheterotroph which is capable of using a biogenic organic compound as an electron donor.	94	http://purl.obolibrary.org/obo/ECOCORE_00000127	ecocore	chemoorganoheterotroph	broadMatch	0.58284	good	7	8.16568
METPO:1000640	chemoorganoheterotrophic	2	sssom	organotroph; A chemotrophic phenotype where energy is derived from the oxidation of organic molecules.	102	http://purl.obolibrary.org/obo/OMP_0007111	omp	chemoorganotrophic	broadMatch	0.468055	good	7	7.93611
METPO:1000640	chemoorganoheterotrophic	3	sssom	organotroph; A chemotrophic phenotype where energy is derived from the oxidation of organic molecules.	102	<http://purl.obolibrary.org/obo/OMP_0007111>	omp	chemoorganotrophic	broadMatch	0.468055	good	7	7.93611
METPO:1000640	chemoorganoheterotrophic	4	sssom	A chemoautotroph which is capable of using a biogenic organic compound as an electron donor.	92	http://purl.obolibrary.org/obo/ECOCORE_00000123	ecocore	chemoorganoautotroph	broadMatch	0.451351	good	7	7.902702
METPO:1000644	heterotrophic	1	sssom	A function which inheres in a living entity by virtue of that entity being able to feed on living or once-living (dead) material.	129	http://purl.obolibrary.org/obo/ECOCORE_00000005	ecocore	heterotrophic function	broadMatch	0.367424	excellent	8	8.734848
METPO:1000644	heterotrophic	2	sssom	An organism which is capable of heterotrophic and autotrophic trophic processes.	80	http://purl.obolibrary.org/obo/ECOCORE_00000012	ecocore	mixotroph	broadMatch	0.316216	good	7	7.632432
METPO:1000644	heterotrophic	3	sssom	consumer; An organism that obtains carbon for growth and development by metabolizing biogenic organic compounds derived from living or dead material.	149	http://purl.obolibrary.org/obo/ECOCORE_00000010	ecocore	heterotroph	broadMatch	0.343628	good	6	6.687256
METPO:1000644	heterotrophic	4	sssom	heterotroph that acquires nutrition from a symbiont	51	http://purl.obolibrary.org/obo/ECOCORE_00000045	ecocore	symbiotroph	broadMatch	0.35188	good	5	5.70376
METPO:1000644	heterotrophic	5	sssom	A trophic process during which a living entity acquires food and energy by consuming another organism or organism part, living or dead.	135	http://purl.obolibrary.org/obo/ECOCORE_00000011	foodon	heterotrophy	broadMatch	0.333246	good	5	5.666492
METPO:1000646	hydrogenotrophic	1	api_search	The rate of methane production through hydrogenotrophic methanogenesis, where methanogens use hydrogen and carbon dioxide as substrates. This pathway represents one of the two main routes of biological methane formation in anaerobic environments, and is particularly important in freshwater wetlands and rice paddies where hydrogen availability can limit methanogenic activity.	377	https://w3id.org/bervo/BERVO_0000961	BERVO	Hydrogenotrophic methane production rate	closeMatch	0.5714285714285714	good	6	7.142857142857142
METPO:1000649	lithotrophic	1	api_search	The processes by which organisms use simple inorganic substances such as gaseous or dissolved carbon dioxide and inorganic nitrogen as nutrient sources. Contrasts with heterotrophic processes which make use of organic materials as the nutrient supply source. Autotrophs can be either chemoautotrophs (or chemolithotrophs), largely ARCHAEA and BACTERIA, which also use simple inorganic substances for their metabolic energy reguirements; or photoautotrophs (or photolithotrophs), such as PLANTS and CYANOBACTERIA, which derive their energy from light. Depending on environmental conditions some organisms can switch between different nutritional modes (autotrophy; HETEROTROPHY; chemotrophy; or PHOTOTROPHY) to utilize different sources to meet their nutrient and energy requirements.	783	http://id.nlm.nih.gov/mesh/D052818	mesh	Autotrophic Processes	closeMatch	0.5454545454545454	good	7	8.09090909090909
METPO:1000649	lithotrophic	2	api_search	The processes by which organisms use simple inorganic substances such as gaseous or dissolved carbon dioxide and inorganic nitrogen as nutrient sources. Contrasts with heterotrophic processes which make use of organic materials as the nutrient supply source. Autotrophs can be either chemoautotrophs (or chemolithotrophs), largely ARCHAEA and BACTERIA, which also use simple inorganic substances for their metabolic energy reguirements; or photoautotrophs (or photolithotrophs), such as PLANTS and CYANOBACTERIA, which derive their energy from light. Depending on environmental conditions some organisms can switch between different nutritional modes (autotrophy; HETEROTROPHY; chemotrophy; or PHOTOTROPHY) to utilize different sources to meet their nutrient and energy requirements.	783	http://purl.bioontology.org/ontology/MESH/D052818	MESH	Autotrophic Processes	closeMatch	0.5454545454545454	good	7	8.09090909090909
METPO:1000652	mixotrophic	1	api_search	A metabolic phenotype where an organism can switch between using different sources of energy instead of having a single trophic mode. For example, an organism may switch between phototrophic and chemoorganotrophic growth.	221	http://purl.obolibrary.org/obo/OMP_0007851	omp	mixotrophic energy metabolism	closeMatch	0.55	excellent	10	11.1
METPO:1000652	mixotrophic	2	api_search	A metabolic phenotype where an organism can switch between using different sources of energy instead of having a single trophic mode. For example, an organism may switch between phototrophic and chemoorganotrophic growth.	221	http://purl.obolibrary.org/obo/OMP_0007851	OMP	mixotrophic energy metabolism	closeMatch	0.55	excellent	10	11.1
METPO:1000652	mixotrophic	3	api_search	A function which inheres in a living entity by virtue of that entity being able to realize autotrophic and heterotrophic functions.	131	http://purl.obolibrary.org/obo/ECOCORE_00000007	ecocore	mixotrophic function	closeMatch	0.7096774193548387	excellent	8	9.419354838709678
METPO:1000652	mixotrophic	4	sssom	A function which inheres in a living entity by virtue of that entity being able to realize autotrophic and heterotrophic functions.	131	http://purl.obolibrary.org/obo/ECOCORE_00000007	ecocore	mixotrophic function	broadMatch	0.352069	excellent	8	8.704138
METPO:1000652	mixotrophic	5	sssom	mixotrophy; A metabolic phenotype where an organism can switch between using different sources of energy instead of having a single trophic mode. For example, an organism may switch between phototrophic and chemoorganotrophic growth.	233	<http://purl.obolibrary.org/obo/OMP_0007851>	omp	mixotrophic energy metabolism	broadMatch	0.348787	excellent	8	8.697574
METPO:1000654	oligotrophic	1	sssom	A lake which has nutrient-poor water.	37	http://purl.obolibrary.org/obo/ENVO_01000774	envo	oligotrophic lake	broadMatch	0.513284	good	6	7.026568
METPO:1000654	oligotrophic	2	sssom	Water which has very low concentrations of nutrients.	53	http://purl.obolibrary.org/obo/ENVO_00002223	envo	oligotrophic water	broadMatch	0.563314	good	5	6.126628
METPO:1000654	oligotrophic	3	sssom	Water with a very low nutrient level.	37	http://purl.obolibrary.org/obo/ENVO_00002223	micro	oligotrophic water	broadMatch	0.561565	adequate	4	5.12313
METPO:1000655	organotrophic	1	sssom	A trophic process during which a living entity acquires reducing equivalents from organic chemicals for use in biosynthesis or energy conservation via aerobic or anaerobic respiration.	184	http://purl.obolibrary.org/obo/ECOCORE_00000162	ecocore	organotrophy	broadMatch	0.392718	excellent	9	9.785436
METPO:1000655	organotrophic	2	sssom	A trophic process during which a living entity acquires reducing equivalents from organic chemicals for use in biosynthesis or energy conservation via aerobic or anaerobic respiration.	184	http://purl.obolibrary.org/obo/ECOCORE_00000162	foodon	organotrophy	broadMatch	0.392718	good	6	6.785436
METPO:1000659	photoorganoheterotrophic	1	sssom	A photoheterotroph which is capable of using a biogenic organic compound as an electron donor.	94	http://purl.obolibrary.org/obo/ECOCORE_00000125	ecocore	photoorganoheterotroph	broadMatch	0.575627	good	7	8.151254
METPO:1000663	chemoorganotrophic	1	sssom	organotroph; A chemotrophic phenotype where energy is derived from the oxidation of organic molecules.	102	http://purl.obolibrary.org/obo/OMP_0007111	omp	chemoorganotrophic	broadMatch	0.527498	good	7	8.054996
METPO:1000663	chemoorganotrophic	2	sssom	organotroph; A chemotrophic phenotype where energy is derived from the oxidation of organic molecules.	102	<http://purl.obolibrary.org/obo/OMP_0007111>	omp	chemoorganotrophic	broadMatch	0.527498	good	7	8.054996
METPO:1000663	chemoorganotrophic	3	sssom	A chemoheterotroph which is capable of using a biogenic organic compound as an electron donor.	94	http://purl.obolibrary.org/obo/ECOCORE_00000127	ecocore	chemoorganoheterotroph	broadMatch	0.503355	good	7	8.00671
METPO:1000663	chemoorganotrophic	4	sssom	A chemoautotroph which is capable of using a biogenic organic compound as an electron donor.	92	http://purl.obolibrary.org/obo/ECOCORE_00000123	ecocore	chemoorganoautotroph	broadMatch	0.465806	good	7	7.931612
METPO:1000666	cell shape	1	sssom	The physical shape of a microorganism's cell, such as rod-shaped (bacillus), spherical (coccus), or spiral-shaped (spirillum). Cell shape is an important taxonomic characteristic.	179	<https://purl.dsmz.de/schema/CellShape>	d3o	Cell Shape	broadMatch	0.318258	excellent	9	9.636516
METPO:1000666	cell shape	2	sssom	shape of cell; The shape of a cell.	35	http://purl.obolibrary.org/obo/OBA_0000052	go	cell shape	broadMatch	0.496565	good	5	5.99313
METPO:1000666	cell shape	3	sssom	shape of cell; The shape of a cell.	35	http://purl.obolibrary.org/obo/OBA_0000052	oba	cell shape	broadMatch	0.496565	adequate	3	3.99313
METPO:1000666	cell shape	4	sssom	cell component shape; A collection of shape qualities that inhere in a cellular component	89	http://www.ebi.ac.uk/cmpo/CMPO_0000011	cmpo	cell component shape phenotype	broadMatch	0.287708	poor	2	2.575416
METPO:1000667	bacillus shaped	1	sssom	bacillus; A cylindrical cell phenotype where an organism has rod-shaped cells.	78	http://purl.obolibrary.org/obo/OMP_0000076	omp	rod-shaped cells	broadMatch	0.291559	good	6	6.583118
METPO:1000667	bacillus shaped	2	sssom	bacillus; A cylindrical cell phenotype where an organism has rod-shaped cells.	78	<http://purl.obolibrary.org/obo/OMP_0000076>	omp	rod-shaped cells	broadMatch	0.291518	good	6	6.583036
